baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	name
ENSG00000215030	356.454992494596	-3.48956750566811	0.23748510882514	-14.6938371122775	7.06000923481362e-49	9.87059891119292e-45	NA
ENSG00000118785	301.860251870132	-3.24299412941758	0.282499304253603	-11.4796535091864	1.66948209953199e-30	1.16705146167784e-26	SPP1
ENSG00000112139	434.022537347553	-4.90030698125944	0.467483553163532	-10.482308838671	1.04169074241136e-25	4.85462608988443e-22	MDGA1
ENSG00000123213	479.118814511583	-1.96753355815889	0.200443988487843	-9.81587710862289	9.61977293146231e-23	3.36235113386936e-19	NLN
ENSG00000137491	1063.78912076063	-2.21514276086331	0.241446279770135	-9.17447459936926	4.53781895004942e-20	1.26886493481282e-16	SLCO2B1
ENSG00000158270	95.0532128036729	-2.37487056891757	0.30156551536036	-7.87513972239061	3.40362278910968e-15	7.93100836909041e-12	COLEC12
ENSG00000149289	772.035830743593	-2.2369745092853	0.296511315057605	-7.54431414818254	4.5467392677817e-14	9.08113738612228e-11	ZC3H12C
ENSG00000151176	575.18934213777	-1.3858940897397	0.191439471628926	-7.23933302754842	4.50896611995272e-13	7.87998191538237e-10	PLBD2
ENSG00000133195	233.118992530999	-1.74242517278453	0.254413678275009	-6.84878731599114	7.4478627454002e-12	1.15698410048267e-08	SLC39A11
ENSG00000134955	1180.86938450149	-1.94646228945411	0.298009709058014	-6.53153984682825	6.50968975335898e-11	9.10119724417118e-08	SLC37A2
ENSG00000137496	1089.05806489474	-1.31810129608873	0.203196085030046	-6.4868439561413	8.76530365492985e-11	1.11407009454158e-07	IL18BP
ENSG00000134575	578.909060073302	-1.20373760698655	0.186204580986732	-6.46459716838182	1.0156901480252e-10	1.18336366329502e-07	ACP2
ENSG00000179630	1668.97012743971	-2.15858397839205	0.33788675968528	-6.38848346825615	1.6753893251391e-10	1.80181678113614e-07	LACC1
ENSG00000187098	390.318699325857	-1.97281980907634	0.312499444577316	-6.31303460953269	2.7361627567519e-10	2.7324493930106e-07	MITF
ENSG00000142178	311.593672605697	1.15292228795644	0.186700466688667	6.17525123747548	6.6058340467321e-10	6.15707772049077e-07	SIK1
ENSG00000231389	948.316777164406	-1.53371858437935	0.251725816728165	-6.09281401611496	1.10942930709105e-09	9.12407714261173e-07	HLA-DPA1
ENSG00000104951	1455.48552172121	-2.74236870211585	0.449805033299548	-6.0967941643498	1.08216716623992e-09	9.12407714261173e-07	IL4I1
ENSG00000138119	2234.63734279317	-2.47110397026933	0.413182044218292	-5.98066640321815	2.22226575227736e-09	1.63523670960999e-06	MYOF
ENSG00000100985	4671.59524599897	-2.81296849918105	0.469854698677333	-5.98689021754962	2.13891045339365e-09	1.63523670960999e-06	MMP9
ENSG00000215908	797.560423492898	1.34236223308532	0.225796978782297	5.94499643141622	2.76462878652132e-09	1.93261375321773e-06	NA
ENSG00000102445	211.031823856338	1.7832423683116	0.300421571319747	5.93580001754816	2.92416060456924e-09	1.94679473392774e-06	KIAA0226L
ENSG00000133216	417.123570026688	-1.57169731777263	0.266740172600372	-5.89224076167685	3.80993517671065e-09	2.42121380479962e-06	EPHB2
ENSG00000104267	237.038534724746	-2.16977336284547	0.368893829618578	-5.88183696400922	4.057379075582e-09	2.46635725459617e-06	CA2
ENSG00000171298	1803.91640328064	-1.47740500288623	0.251823094445619	-5.86683682105763	4.44187430075169e-09	2.58757685828373e-06	GAA
ENSG00000136205	1339.74753265776	-2.34517156213802	0.400480661598988	-5.85589214913529	4.74456058387365e-09	2.6533480609255e-06	TNS3
ENSG00000139970	261.045199587041	-2.55230844066926	0.436687952646236	-5.84469625324631	5.07493419311213e-09	2.72894826745772e-06	RTN1
ENSG00000242048	398.3046402524	-2.94715733176137	0.506768347821612	-5.81559078113301	6.04201119144261e-09	3.1286429062059e-06	LOC644090
ENSG00000111729	146.161424782344	-2.24272048285897	0.38774479839885	-5.78401178331738	7.29398296484681e-09	3.64204199398297e-06	CLEC4A
ENSG00000166068	635.399483271004	-1.91053503577991	0.330728908315969	-5.77674036874525	7.61616700947579e-09	3.67178037791314e-06	SPRED1
ENSG00000162144	1518.23065060195	-0.933006607110892	0.162152168277493	-5.75389535041077	8.72101549644017e-09	4.06428392185767e-06	CYB561A3
ENSG00000100365	1192.02118276295	-1.16267846299923	0.203621139358966	-5.71000863004469	1.12970444864614e-08	5.09496706339409e-06	NCF4
ENSG00000170385	1176.96925659078	-1.32797880002735	0.23330471952056	-5.69203573230897	1.25533573620521e-08	5.31843906905608e-06	SLC30A1
ENSG00000149131	100.379035573725	-3.06994430247697	0.539256141885113	-5.69292413016413	1.24881888745192e-08	5.31843906905608e-06	SERPING1
