"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"
"ENSMUSG00000021091"	1322.86204957861	-3.03694453792736	0.181599631667339	-16.7232967933027	8.86751568309779e-63	1.54135157603606e-58	"Serpina3n"	"20716"	"serine (or cysteine) peptidase inhibitor, clade A, member 3N"
"ENSMUSG00000003882"	652.367714749043	-2.88462765061807	0.187038297388096	-15.4226577706308	1.15261540407385e-53	7.07961650470024e-50	"Il7r"	"16197"	"interleukin 7 receptor"
"ENSMUSG00000024679"	950.331654541459	-2.36100454536456	0.153124169954428	-15.418888775477	1.22188755690373e-53	7.07961650470024e-50	"Ms4a6d"	"68774"	"membrane-spanning 4-domains, subfamily A, member 6D"
"ENSMUSG00000018927"	3460.71474798825	-2.46384856656983	0.166653329606458	-14.7842744719716	1.85040472210532e-49	8.04093371990869e-46	"Ccl6"	"20305"	"chemokine (C-C motif) ligand 6"
"ENSMUSG00000033207"	326.737782144815	-3.90404562038358	0.264367513491667	-14.767493815032	2.37376886989784e-49	8.25217009931287e-46	"Mamdc2"	"71738"	"MAM domain containing 2"
"ENSMUSG00000038910"	323.774396788118	-2.34002711202187	0.166434291926992	-14.0597654781885	6.7108233870429e-45	1.94412553522633e-41	"Plcl2"	"224860"	"phospholipase C-like 2"
"ENSMUSG00000028111"	996.657429213746	-3.29173974363861	0.23485957536177	-14.015778315907	1.24822279464895e-44	3.09951551665543e-41	"Ctsk"	"13038"	"cathepsin K"
"ENSMUSG00000030786"	455.095832284794	-1.77698081117935	0.128195828987915	-13.8614557525648	1.08452199970984e-43	2.35639517486956e-40	"Itgam"	"16409"	"integrin alpha M"
"ENSMUSG00000040522"	371.730498172318	-2.20847979177589	0.159896507348637	-13.8119326581696	2.1595889840148e-43	4.17088619112725e-40	"Tlr8"	"170744"	"toll-like receptor 8"
"ENSMUSG00000026656"	567.624746246978	-1.86376576841028	0.135716483207913	-13.7327885630152	6.45985250615944e-43	1.12285156262063e-39	"Fcgr2b"	"14130"	"Fc receptor, IgG, low affinity IIb"
"ENSMUSG00000073490"	477.898448825606	-1.88311151602755	0.137221463962634	-13.723155705002	7.37827986740421e-43	1.16590236959291e-39	"AI607873"	"226691"	"expressed sequence AI607873"
"ENSMUSG00000031438"	409.347505609728	-3.77917401535068	0.277104012381188	-13.6381064383579	2.37651501920376e-42	3.44238200531665e-39	"Rnf128"	"66889"	"ring finger protein 128"
"ENSMUSG00000005413"	1056.7949464359	-2.65367348736047	0.196747580109018	-13.4877058507661	1.84760628831673e-41	2.47039173104011e-38	"Hmox1"	"15368"	"heme oxygenase 1"
"ENSMUSG00000026012"	76.7502786188133	-3.19791784775631	0.237495467877068	-13.465174204552	2.50726191309375e-41	3.11294475524254e-38	"Cd28"	"12487"	"CD28 antigen"
"ENSMUSG00000000290"	1921.12548268495	-2.53883521070934	0.18914350361572	-13.4227988917211	4.44598954256157e-41	5.15201268192034e-38	"Itgb2"	"16414"	"integrin beta 2"
"ENSMUSG00000027111"	843.835184379778	-2.20001737919913	0.164853749934432	-13.3452674268808	1.2621681201677e-40	1.37118789154719e-37	"Itga6"	"16403"	"integrin alpha 6"
"ENSMUSG00000038147"	1761.51037604486	-2.42271491166908	0.18328253057504	-13.2184715262711	6.86447043006393e-40	7.01871911855125e-37	"Cd84"	"12523"	"CD84 antigen"
"ENSMUSG00000068196"	1685.10441336519	-2.24642723554417	0.170696100772447	-13.160389870527	1.48318559329745e-39	1.38481669805465e-36	"Col8a1"	"12837"	"collagen, type VIII, alpha 1"
"ENSMUSG00000023913"	1677.46922918405	-1.76500857998337	0.134130913835306	-13.1588500332634	1.51372208393961e-39	1.38481669805465e-36	"Pla2g7"	"27226"	"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"
