"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"
"ENSMUSG00000028238"	3294.90447580065	-3.77058871668758	0.257916351020962	-14.6194248707447	2.11176665319704e-48	2.87960500829949e-44	"Atp6v0d2"	"242341"	"ATPase, H+ transporting, lysosomal V0 subunit D2"
"ENSMUSG00000050335"	8218.17058047399	-2.75403291719655	0.204881889383587	-13.4420515423906	3.42799259511833e-41	2.33720535135168e-37	"Lgals3"	"16854"	"lectin, galactose binding, soluble 3"
"ENSMUSG00000023992"	1515.93942382967	-2.68959506623159	0.225050686832249	-11.9510635763418	6.40996122002219e-33	2.91354103987409e-29	"Trem2"	"83433"	"triggering receptor expressed on myeloid cells 2"
"ENSMUSG00000003882"	652.367714749043	-2.47956344303496	0.217888107431242	-11.3799852239179	5.26086452708568e-30	1.79342871728351e-26	"Il7r"	"16197"	"interleukin 7 receptor"
"ENSMUSG00000031444"	137.555059667936	-2.67064695148253	0.238857110990218	-11.1809396857015	5.05518550858287e-29	1.37865019190072e-25	"F10"	"14058"	"coagulation factor X"
"ENSMUSG00000038147"	1761.51037604486	-1.97723429341167	0.190695956372003	-10.3685171465018	3.44834099329826e-25	7.83692963076918e-22	"Cd84"	"12523"	"CD84 antigen"
"ENSMUSG00000035004"	784.859522004569	-1.93359123828822	0.186859639898128	-10.3478270606878	4.28091413611203e-25	8.33922073714624e-22	"Igsf6"	"80719"	"immunoglobulin superfamily, member 6"
"ENSMUSG00000079293"	4493.54938090532	-2.45902052276235	0.242777819807308	-10.1286868986387	4.12146788587829e-24	7.02504201147955e-21	"Clec7a"	"56644"	"C-type lectin domain family 7, member a"
"ENSMUSG00000042684"	372.471744066674	-2.32706432355595	0.230669033720842	-10.0883256240289	6.22217676246522e-24	9.42728914810841e-21	"Npl"	"74091"	"N-acetylneuraminate pyruvate lyase"
"ENSMUSG00000024679"	950.331654541459	-1.64388809780992	0.166483014374385	-9.87420911368869	5.38561182095901e-23	7.34382027905971e-20	"Ms4a6d"	"68774"	"membrane-spanning 4-domains, subfamily A, member 6D"
"ENSMUSG00000018774"	2337.17227342009	-2.1367204320397	0.221431788955746	-9.64956496136483	4.93647005918538e-22	6.11942779336835e-19	"Cd68"	"12514"	"CD68 antigen"
"ENSMUSG00000089672"	872.902708680852	-2.12836948551673	0.221210420958759	-9.62147025575041	6.48968255932635e-22	7.37444261491451e-19	"Lilr4b"	"14727"	"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
"ENSMUSG00000028327"	362.508225360023	-2.49143473320177	0.260114784236294	-9.57821271296327	9.87387493776648e-22	1.03569352808757e-18	"Stra6l"	"74152"	"STRA6-like"
"ENSMUSG00000072596"	623.486091824021	-2.23624543155588	0.234270077972605	-9.54558708866516	1.35338847116844e-21	1.31820037091806e-18	"Ear2"	"13587"	"eosinophil-associated, ribonuclease A family, member 2"
"ENSMUSG00000069516"	57719.3206056859	-1.90403502521207	0.202474437526651	-9.40382918688907	5.26126757237548e-21	4.78284297446081e-18	"Lyz2"	"17105"	"lysozyme 2"
"ENSMUSG00000076281"	360.364166689644	-1.79565713491273	0.194321600604089	-9.24064606986848	2.45013306412094e-20	2.08812590389707e-17	NA	NA	NA
"ENSMUSG00000026981"	327.363520678029	-2.3835382840861	0.26040536355458	-9.15318429524787	5.5279564278916e-20	4.43407140298411e-17	"Il1rn"	"16181"	"interleukin 1 receptor antagonist"
"ENSMUSG00000025877"	719.274163089391	-2.2384782998093	0.24499071929717	-9.13699223477141	6.42133853022444e-20	4.86452067767447e-17	"Hk3"	"212032"	"hexokinase 3"
"ENSMUSG00000038642"	18733.4074481495	-2.0791670666604	0.228476564859246	-9.10013273326865	9.02214995877935e-20	6.47505457041659e-17	"Ctss"	"13040"	"cathepsin S"
"ENSMUSG00000033777"	650.846960729148	-1.64209639617054	0.186888338673615	-8.78651074660322	1.54276931441429e-18	1.05186011856766e-15	"Tlr13"	"279572"	"toll-like receptor 13"
"ENSMUSG00000026271"	222.732999538868	-1.75205579109539	0.201794997602358	-8.68235492411891	3.87657509553968e-18	2.51718942870377e-15	"Gpr35"	"64095"	"G protein-coupled receptor 35"
"ENSMUSG00000015854"	11002.0893462487	-2.89003866103998	0.333091328625195	-8.67641518309216	4.08439101136748e-18	2.53157981050032e-15	"Cd5l"	"11801"	"CD5 antigen-like"
"ENSMUSG00000069792"	2322.99885876727	-1.7112662633009	0.199672593914479	-8.5703612586605	1.03160903428241e-17	6.11609599629343e-15	"Wfdc17"	"100034251"	"WAP four-disulfide core domain 17"
"ENSMUSG00000079419"	469.730281934332	-1.25549914138524	0.147965180457897	-8.48509857183923	2.15535944138063e-17	1.22460338927776e-14	"Ms4a6c"	"73656"	"membrane-spanning 4-domains, subfamily A, member 6C"
"ENSMUSG00000031827"	1747.76533917487	-1.6867863825161	0.202657009209024	-8.32335574821554	8.55073211306421e-17	4.66391132374975e-14	"Cotl1"	"72042"	"coactosin-like 1 (Dictyostelium)"
"ENSMUSG00000027533"	7330.94242757621	-1.80716234909653	0.219922702969092	-8.21726145004004	2.08202835026717e-16	1.09194379170166e-13	"Fabp5"	"16592"	"fatty acid binding protein 5, epidermal"
"ENSMUSG00000027737"	108.726132298258	-2.18905211225214	0.267977844983304	-8.16878019296158	3.1152315655568e-16	1.57330731955306e-13	"Slc7a11"	"26570"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
"ENSMUSG00000030579"	4824.10359701701	-1.56301209577337	0.193027858278185	-8.09733947066237	5.61741566020312e-16	2.73568142651892e-13	"Tyrobp"	"22177"	"TYRO protein tyrosine kinase binding protein"
"ENSMUSG00000026822"	296.282090492026	-2.24997910267794	0.279103343645487	-8.06145520612548	7.53915200881898e-16	3.54496126869847e-13	"Lcn2"	"16819"	"lipocalin 2"
"ENSMUSG00000028859"	226.447999263542	-1.85713825224493	0.235058996668512	-7.90073249084752	2.77269147463944e-15	1.26028069827278e-12	"Csf3r"	"12986"	"colony stimulating factor 3 receptor (granulocyte)"
"ENSMUSG00000031443"	127.624877858417	-2.40166971145095	0.304300254261057	-7.89243412656033	2.96348761485102e-15	1.30355216503576e-12	"F7"	"14068"	"coagulation factor VII"
"ENSMUSG00000057191"	503.015403985379	-1.78508160969913	0.226457121346256	-7.88264727153232	3.20516901966089e-15	1.365802648503e-12	"AB124611"	"382062"	"cDNA sequence AB124611"
"ENSMUSG00000004933"	145.869979967496	-1.74766949560961	0.224386319003496	-7.78866333460546	6.77217866946781e-15	2.79834631323828e-12	"Matk"	"17179"	"megakaryocyte-associated tyrosine kinase"
"ENSMUSG00000049723"	9079.47175171014	-1.87035797856508	0.241730315946665	-7.73737448379357	1.01490793694697e-14	4.07037783182615e-12	"Mmp12"	"17381"	"matrix metallopeptidase 12"
"ENSMUSG00000046805"	6977.75177518606	-1.7509105872555	0.227111928439665	-7.70946114228718	1.26350084591657e-14	4.92259929569096e-12	"Mpeg1"	"17476"	"macrophage expressed gene 1"
"ENSMUSG00000030159"	634.300832130567	-1.07078908652133	0.140810964341565	-7.60444395454831	2.86131433332166e-14	1.08380228469928e-11	"Clec1b"	"56760"	"C-type lectin domain family 1, member b"
"ENSMUSG00000085295"	158.482258563087	-2.42950719279112	0.32012909193224	-7.58914842174156	3.22014742578769e-14	1.18675487292003e-11	NA	NA	NA
"ENSMUSG00000044827"	229.817035704076	-1.84916103936287	0.243898608240202	-7.58167934087485	3.41110503080817e-14	1.22404811052895e-11	"Tlr1"	"21897"	"toll-like receptor 1"
"ENSMUSG00000040809"	109.91525225494	-1.81068192337995	0.241306451279498	-7.50366148015948	6.20594482447234e-14	2.09970593631058e-11	"Chil3"	"12655"	"chitinase-like 3"
"ENSMUSG00000025044"	992.540801492139	-1.63856985044481	0.218368125595004	-7.50370433404638	6.20391527782881e-14	2.09970593631058e-11	"Msr1"	"20288"	"macrophage scavenger receptor 1"
"ENSMUSG00000005800"	97.8389744491928	-2.05715097316644	0.274235078536082	-7.50141442206409	6.31328420275255e-14	2.09970593631058e-11	"Mmp8"	"17394"	"matrix metallopeptidase 8"
"ENSMUSG00000036853"	254.087307260624	-2.36112965286515	0.315594252034699	-7.48153566689657	7.34590960835093e-14	2.38497198617794e-11	"Mcoln3"	"171166"	"mucolipin 3"
"ENSMUSG00000004707"	486.076170101012	-1.82612974750209	0.244417128301055	-7.47136569435836	7.93667480345837e-14	2.47547049798677e-11	"Ly9"	"17085"	"lymphocyte antigen 9"
"ENSMUSG00000089929"	347.745577058931	-1.85346117410275	0.248103301601688	-7.47052200489599	7.98773114633456e-14	2.47547049798677e-11	"Bcl2a1b"	"12045"	"B cell leukemia/lymphoma 2 related protein A1b"
"ENSMUSG00000020901"	483.630325615104	-1.7563956925413	0.236374564007952	-7.43056132081206	1.08137789142123e-13	3.27681531720442e-11	"Pik3r5"	"320207"	"phosphoinositide-3-kinase, regulatory subunit 5, p101"
"ENSMUSG00000029553"	122.743169205289	-2.12385207826467	0.28635903006744	-7.41674560695532	1.20033183804552e-13	3.55820107469319e-11	"Tfec"	"21426"	"transcription factor EC"
"ENSMUSG00000032122"	684.899013419429	-1.67273126187777	0.225903499983922	-7.40462747145052	1.31519142325304e-13	3.81573409520818e-11	"Slc37a2"	"56857"	"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
"ENSMUSG00000002992"	111.250678643862	-2.20825682924351	0.301086820268009	-7.33428592881564	2.2290674916362e-13	6.33240923248984e-11	"Apoc2"	"11813"	"apolipoprotein C-II"
"ENSMUSG00000030789"	1968.00615776163	-1.50551332011716	0.205429333980676	-7.32861899975191	2.3253643005345e-13	6.47115665348744e-11	"Itgax"	"16411"	"integrin alpha X"
"ENSMUSG00000036896"	4556.37935335793	-1.46306139508046	0.200663514875051	-7.29111814866535	3.07393043027817e-13	8.38322306945462e-11	"C1qc"	"12262"	"complement component 1, q subcomponent, C chain"
"ENSMUSG00000079625"	132.934580105154	-1.96991159162851	0.27079869512495	-7.27445008817184	3.47834449417853e-13	9.30013833776832e-11	"Tm4sf19"	"277203"	"transmembrane 4 L six family member 19"
"ENSMUSG00000040747"	2114.32477472356	-1.55265163105013	0.213702250954752	-7.26549029836321	3.71687608402236e-13	9.74679274648633e-11	"Cd53"	"12508"	"CD53 antigen"
"ENSMUSG00000039936"	460.48646558845	-1.04450911705524	0.145861237535627	-7.16097802749077	8.01034892535875e-13	2.06092675370173e-10	"Pik3cd"	"18707"	"phosphatidylinositol 3-kinase catalytic delta polypeptide"
"ENSMUSG00000027399"	180.530510380888	-2.20021348386631	0.3074321221753	-7.15674558760563	8.26148120326262e-13	2.08617699421646e-10	"Il1a"	"16175"	"interleukin 1 alpha"
"ENSMUSG00000024121"	565.858735000392	-0.918073661427862	0.12896097225082	-7.11900387694251	1.08709852766988e-12	2.67539277892651e-10	"Atp6v0c"	"11984"	"ATPase, H+ transporting, lysosomal V0 subunit C"
"ENSMUSG00000024030"	3937.29872610273	-1.29770108059189	0.182324447834705	-7.11753742300312	1.09872393385072e-12	2.67539277892651e-10	"Abcg1"	"11307"	"ATP-binding cassette, sub-family G (WHITE), member 1"
"ENSMUSG00000025473"	863.879460977777	-1.68546409459778	0.237071043624189	-7.10953167806364	1.16437374492425e-12	2.78550883961176e-10	"Adam8"	"11501"	"a disintegrin and metallopeptidase domain 8"
"ENSMUSG00000026358"	528.109380666786	-1.78639909945518	0.252611750052052	-7.07171815676459	1.53026988327397e-12	3.55187564019219e-10	"Rgs1"	"50778"	"regulator of G-protein signaling 1"
"ENSMUSG00000071714"	254.092383041604	-2.02659094693722	0.286600896548403	-7.07112563618571	1.53681917550117e-12	3.55187564019219e-10	"Csf2rb2"	"12984"	"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000026180"	41.591960593164	-1.93145699472154	0.275613089473231	-7.00785655141802	2.41996724294004e-12	5.49977888745506e-10	"Cxcr2"	"12765"	"chemokine (C-X-C motif) receptor 2"
"ENSMUSG00000025993"	1068.6484197104	-1.48563190796079	0.213089561043621	-6.97186619881706	3.12763952979199e-12	6.99032050752934e-10	"Slc40a1"	"53945"	"solute carrier family 40 (iron-regulated transporter), member 1"
