"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"	"xloc"
"ENSMUST00000033820"	337.205311232553	2.78131037655798	0.239862065957693	11.5954574369777	4.34537707169273e-31	6.20997837315609e-27	"F7"	"14068"	"coagulation factor VII"	"XLOC_032419"
"ENSMUST00000063820"	353.29593924767	2.26891146100374	0.203317029376017	11.1594757604272	6.43700231888573e-29	4.59956000695979e-25	"F10"	"14058"	"coagulation factor X"	"XLOC_032420"
"ENSMUST00000167912"	1430.00904847246	1.38920212901621	0.14568499719789	9.53565676449988	1.48939803554324e-21	7.09499577531614e-18	"Cdkn1c"	"12577"	"cyclin-dependent kinase inhibitor 1C (P57)"	"XLOC_032333"
"ENSMUST00000132833"	162.32815961122	1.948094978666	0.206721878397626	9.42374843807714	4.35265347842838e-21	1.5550942715055e-17	"Cd28"	"12487"	"CD28 antigen"	"XLOC_000354"
"ENSMUST00000133124"	2642.02025360257	1.38482992421105	0.151241467977191	9.15641683946031	5.36491091912345e-20	1.53339883890387e-16	"Itga6"	"16403"	"integrin alpha 6"	"XLOC_017732"
"ENSMUST00000144529"	2981.71273775038	1.360321201285	0.149026131153066	9.12807163924696	6.97302320020843e-20	1.66085790923631e-16	"Lgals3bp"	"19039"	"lectin, galactoside-binding, soluble, 3 binding protein"	"XLOC_006864"
"ENSMUST00000044532"	106.066893124851	1.96400051877405	0.219442627843526	8.94994987106371	3.55643825812063e-19	7.26072273525742e-16	"Dock3"	"208869"	"dedicator of cyto-kinesis 3"	"XLOC_035648"
"ENSMUST00000092162"	5889.83960518079	2.21139077035208	0.247543300406612	8.93334930381746	4.1330216645072e-19	7.38312657593405e-16	"Lyz1"	"17110"	"lysozyme 1"	"XLOC_003945"
"ENSMUST00000062962"	2021.51250175572	0.936503602828863	0.105399558569144	8.88527063625694	6.37653516201408e-19	1.01252293333715e-15	"Slc35f6"	"74919"	"solute carrier family 35, member F6"	"XLOC_025177"
"ENSMUST00000074839"	1516.46180344188	2.00717588091572	0.228376700195685	8.78888204968312	1.51055555044102e-18	2.15873493713526e-15	"Ear2"	"13587"	"eosinophil-associated, ribonuclease A family, member 2"	"XLOC_009998"
"ENSMUST00000043938"	697.994989672355	1.34903658313969	0.154288624355899	8.74359071364751	2.25816415949692e-18	2.93376581848823e-15	"Plcl2"	"224860"	"phospholipase C-like 2"	"XLOC_014267"
"ENSMUST00000029046"	25563.2479076289	1.86548674912246	0.221176348163147	8.43438624706116	3.32945418392975e-17	3.96510247854501e-14	"Fabp5"	"16592"	"fatty acid binding protein 5, epidermal"	"XLOC_020591"
"ENSMUST00000189661"	6100.0508027709	1.40941991035795	0.169588083719092	8.31084283429093	9.50247113397032e-17	1.04461396135054e-13	"Soat1"	"20652"	"sterol O-acyltransferase 1"	"XLOC_002264"
"ENSMUST00000047194"	1850.90843391995	1.53255121069621	0.185919047827687	8.24311026009884	1.67790818294781e-16	1.71278470303622e-13	"Igsf6"	"80719"	"immunoglobulin superfamily, member 6"	"XLOC_032101"
"ENSMUST00000034299"	2788.76136905037	1.32400329721557	0.161025829295816	8.22230385650295	1.99630625091629e-16	1.90194750878965e-13	"Ifi30"	"65972"	"interferon gamma inducible protein 30"	"XLOC_033520"
"ENSMUST00000029929"	189.285076591053	2.48182119992534	0.304151655100449	8.1598148762521	3.35538459078099e-16	2.9969875741782e-13	"Clca3a2"	"80797"	"chloride channel calcium activated 3A2"	"XLOC_022184"
"ENSMUST00000140769"	7778.73367161681	1.17341555861281	0.14561401759514	8.05839697298465	7.73014335535901e-16	6.23103291135733e-13	"Creg1"	"433375"	"cellular repressor of E1A-stimulated genes 1"	"XLOC_001093"
"ENSMUST00000045295"	2067.19895815387	1.04882398890585	0.130182871738597	8.05654365200864	7.84819763518522e-16	6.23103291135733e-13	"Pnpla7"	"241274"	"patatin-like phospholipase domain containing 7"	"XLOC_017318"
"ENSMUST00000149823"	7612.6394981217	1.32821219677352	0.166048164014084	7.99895743900463	1.2547707687249e-15	9.43785739781451e-13	"Myo5a"	"17918"	"myosin VA"	"XLOC_034462"
"ENSMUST00000016400"	20390.9529838985	1.09596084217324	0.137294008122785	7.98258319615156	1.43302155988778e-15	1.02396555561781e-12	"Ctsz"	"64138"	"cathepsin Z"	"XLOC_020477"
"ENSMUST00000031347"	1591.90946632439	1.02399103410714	0.12931762256113	7.91841833948876	2.40550845779978e-15	1.63700577954365e-12	"Rilpl2"	"80291"	"Rab interacting lysosomal protein-like 2"	"XLOC_026757"
"ENSMUST00000100262"	490.127258870446	1.34987703795095	0.171198447284506	7.884867295015	3.14869950532678e-15	2.04536657411932e-12	"Slc38a1"	"105727"	"solute carrier family 38, member 1"	"XLOC_012421"
"ENSMUST00000098689"	1731.32856413217	1.85388143187603	0.235552248892955	7.87036184366262	3.53616978461596e-15	2.19719140834551e-12	NA	NA	NA	"XLOC_034312"
"ENSMUST00000105465"	189903.384311564	1.38659817527732	0.176501967341447	7.85599274706617	3.96618024620244e-15	2.36169507910329e-12	"Psap"	"19156"	"prosaposin"	"XLOC_002814"
"ENSMUST00000131791"	131862.187849536	1.41668983502408	0.182394824316424	7.76716028173236	8.02652500253836e-15	4.58828275245103e-12	"Ifitm10"	"320802"	"interferon induced transmembrane protein 10"	"XLOC_032317"
"ENSMUST00000001802"	1324.88114257493	0.959758795424571	0.12410386852798	7.73351231358424	1.0461924594281e-14	5.75043709141804e-12	"Naglu"	"27419"	"alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)"	"XLOC_005183"
"ENSMUST00000190313"	36.1372019682819	2.69110424519257	0.348768442673991	7.71601990294766	1.20018578348384e-14	6.35253890065465e-12	"Cxcr1"	"227288"	"chemokine (C-X-C motif) receptor 1"	"XLOC_001739"
"ENSMUST00000023486"	2681.38951318706	1.80978812438905	0.235077002971368	7.69870341000338	1.37453792938027e-14	7.01554341027622e-12	"Tfrc"	"22042"	"transferrin receptor"	"XLOC_012782"
"ENSMUST00000030010"	37162.2277259079	1.18403521778027	0.154878326247068	7.64493810380837	2.09045863526654e-14	1.03016359850325e-11	"Abca1"	"11303"	"ATP-binding cassette, sub-family A (ABC1), member 1"	"XLOC_024008"
"ENSMUST00000025279"	3884.47995748595	0.988640132501104	0.129450432237413	7.63720997615467	2.21979327120878e-14	1.05743552129482e-11	"Npc1"	"18145"	"Niemann-Pick type C1"	"XLOC_015726"
"ENSMUST00000032196"	5503.07718946545	0.71520580092725	0.0945789530596	7.56199744013401	3.96926197250993e-14	1.77264758903561e-11	"Arl8b"	"67166"	"ADP-ribosylation factor-like 8B"	"XLOC_027686"
"ENSMUST00000045855"	1641.30829396167	1.06991977961599	0.141482760773396	7.56219184420363	3.96333243691e-14	1.77264758903561e-11	"Hebp1"	"15199"	"heme binding protein 1"	"XLOC_028919"
"ENSMUST00000096355"	2264.55165587753	1.79740658616213	0.238806725849629	7.52661626161198	5.20721153854113e-14	2.2550381847664e-11	"Csf2rb"	"12983"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"	"XLOC_011663"
"ENSMUST00000117095"	9715.11611200366	1.33502435156214	0.17874949478594	7.46868881034259	8.09978339312572e-14	3.4045295432694e-11	"Pld3"	"18807"	"phospholipase D family, member 3"	"XLOC_030942"
"ENSMUST00000051310"	1846.27700643154	1.23780145467751	0.165866201171333	7.46265029244214	8.47992004012099e-14	3.46247249409626e-11	"Ddhd1"	"114874"	"DDHD domain containing 1"	"XLOC_010933"
"ENSMUST00000156641"	6361.16340967514	1.00605225557075	0.135127948630792	7.44518262701945	9.68103997403635e-14	3.84310395191537e-11	"Abhd12"	"76192"	"abhydrolase domain containing 12"	"XLOC_020181"
"ENSMUST00000032898"	6515.308196729	0.831066510047649	0.112366490312386	7.39603513233555	1.40310898327293e-13	5.41941364323066e-11	"Ipo5"	"70572"	"importin 5"	"XLOC_010552"
"ENSMUST00000035295"	5711.52054392355	0.603294287716925	0.0816287953120548	7.39070429020323	1.46053111365718e-13	5.49275003823021e-11	"Degs1"	"13244"	"degenerative spermatocyte homolog 1 (Drosophila)"	"XLOC_002470"
"ENSMUST00000131327"	4832.28028954075	1.14022296507238	0.155613245936613	7.32728732833472	2.34857944445378e-13	8.60603816427924e-11	"Tcirg1"	"27060"	"T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3"	"XLOC_016554"
"ENSMUST00000033621"	2044.45004803796	1.4011833412999	0.192466515642255	7.28014084228725	3.33471843720458e-13	1.19141152965227e-10	"Gla"	"11605"	"galactosidase, alpha"	"XLOC_038439"
"ENSMUST00000030051"	15091.9484340473	0.88261048150506	0.121545479744408	7.26156565724255	3.82635189764209e-13	1.33371695046837e-10	"Txn1"	"22166"	"thioredoxin 1"	"XLOC_024048"
"ENSMUST00000021933"	77804.5900198834	1.68802099934892	0.232800374545786	7.25093764407552	4.13896214667932e-13	1.37557925670219e-10	"Ctsl"	"13039"	"cathepsin L"	"XLOC_009433"
"ENSMUST00000028102"	171.862218310906	-1.5764696142339	0.217405006819715	-7.25130316589811	4.12780575828324e-13	1.37557925670219e-10	"Kif5c"	"16574"	"kinesin family member 5C"	"XLOC_017599"
"ENSMUST00000089688"	2779.91104370513	0.998587694286231	0.138255704482065	7.22275943713969	5.09430880443473e-13	1.65460834373129e-10	"Mmp14"	"17387"	"matrix metallopeptidase 14 (membrane-inserted)"	"XLOC_010284"
"ENSMUST00000019071"	9452.83134165744	1.18201186926002	0.166545756904994	7.09721995459962	1.27291388379665e-12	3.95461137246478e-10	"Ccl6"	"20305"	"chemokine (C-C motif) ligand 6"	"XLOC_006340"
"ENSMUST00000043964"	983.972111485281	1.13111960209948	0.159360681126389	7.09785873218242	1.26704596934533e-12	3.95461137246478e-10	"Wfs1"	"22393"	"Wolfram syndrome 1 homolog (human)"	"XLOC_026247"
"ENSMUST00000092163"	150880.16577819	1.45222318834502	0.205699316445684	7.05993200871181	1.66584092946735e-12	5.06521972830168e-10	"Lyz2"	"17105"	"lysozyme 2"	"XLOC_003944"
"ENSMUST00000122259"	6015.0286063686	0.913467542108195	0.129728620395142	7.04137251537749	1.90355333087236e-12	5.66743346906186e-10	"Sgpl1"	"20397"	"sphingosine phosphate lyase 1"	"XLOC_003590"
"ENSMUST00000040729"	3606.83594065735	0.900025383914309	0.128428038003229	7.00801318705563	2.41726029630601e-12	7.05001365194066e-10	"Clcn7"	"26373"	"chloride channel 7"	"XLOC_013852"
"ENSMUST00000140214"	758.076154243252	2.00922952776636	0.287050114666577	6.99957751314671	2.56735511088584e-12	7.33801437793392e-10	"Mcoln3"	"171166"	"mucolipin 3"	"XLOC_021337"
"ENSMUST00000003981"	1588.83057931753	1.33174366142551	0.190537148502168	6.98941740177431	2.76030064471846e-12	7.73479539483756e-10	"Il7r"	"16197"	"interleukin 7 receptor"	"XLOC_011954"
"ENSMUST00000112076"	10495.2463419778	1.6957928821574	0.243346108161695	6.96864599548312	3.20005788540965e-12	8.79462062315179e-10	"Clec7a"	"56644"	"C-type lectin domain family 7, member a"	"XLOC_028849"
"ENSMUST00000040677"	943.917145789847	1.29016065633209	0.185346061955674	6.96082043890761	3.38296737724966e-12	9.12188429967451e-10	"Eepd1"	"67484"	"endonuclease/exonuclease/phosphatase family domain containing 1"	"XLOC_034046"
"ENSMUST00000005185"	4052.93896378157	0.955939142602498	0.137928676502942	6.93067726624716	4.18830573629744e-12	1.10842735698938e-09	"Cstb"	"13014"	"cystatin B"	"XLOC_002926"
"ENSMUST00000005548"	2705.79340013714	1.373984946722	0.198463117567142	6.92312487864236	4.41787985546547e-12	1.14792583662649e-09	"Hmox1"	"15368"	"heme oxygenase 1"	"XLOC_032821"
"ENSMUST00000148194"	239.485928681209	1.7968038398132	0.259657768309839	6.91989248582446	4.51986545665935e-12	1.15345352216283e-09	"LOC100038947"	"100038947"	"signal-regulatory protein beta 1-like"	"XLOC_021433"
"ENSMUST00000044844"	1320.47466678331	1.29331885799817	0.186996684275268	6.91626625900137	4.63702504414212e-12	1.16259166501465e-09	"Mfsd12"	"73822"	"major facilitator superfamily domain containing 12"	"XLOC_003015"
"ENSMUST00000131422"	205.842928379944	1.26393080454598	0.183038619479797	6.90526845175147	5.01085782615298e-12	1.21507714065912e-09	"Dna2"	"327762"	"DNA replication helicase 2 homolog (yeast)"	"XLOC_002841"
"ENSMUST00000159715"	1053.47378375653	1.37647642540492	0.19934167460002	6.9051111774135	5.01641251829041e-12	1.21507714065912e-09	"Galnt6"	"207839"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6"	"XLOC_012494"
"ENSMUST00000000193"	216.84537067155	1.68365213361563	0.244610227879313	6.88299973477118	5.86051366588277e-12	1.39587667998551e-09	"Ccl2"	"20296"	"chemokine (C-C motif) ligand 2"	"XLOC_004908"
"ENSMUST00000107783"	973.685086691577	1.69130149300083	0.245970776830769	6.87602614746576	6.15452086428316e-12	1.44187307658149e-09	"Stra6l"	"74152"	"STRA6-like"	"XLOC_022554"
"ENSMUST00000024829"	11056.7205890644	1.25165135726705	0.182116546512526	6.87280415336101	6.29519672685251e-12	1.4510428455395e-09	"Abcg1"	"11307"	"ATP-binding cassette, sub-family G (WHITE), member 1"	"XLOC_013953"
"ENSMUST00000006235"	134043.982070764	1.31019558288264	0.190952485766872	6.86136961046017	6.82034410138453e-12	1.54713551671248e-09	"Ctsb"	"13030"	"cathepsin B"	"XLOC_010378"
"ENSMUST00000000299"	5740.49130024893	1.30071489674995	0.189775603599734	6.85396263838715	7.18318497374849e-12	1.55537721908848e-09	"Itgb2"	"16414"	"integrin beta 2"	"XLOC_002909"
"ENSMUST00000032185"	4699.56505492385	1.01038477187716	0.147371244259309	6.85605103597638	7.07900959423922e-12	1.55537721908848e-09	"Slc6a6"	"21366"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	"XLOC_027638"
"ENSMUST00000047903"	5618.80292107481	0.734364921294467	0.107111102640734	6.85610457916424	7.07635826366903e-12	1.55537721908848e-09	"Colgalt1"	"234407"	"collagen beta(1-O)galactosyltransferase 1"	"XLOC_032793"
"ENSMUST00000028794"	447.557076756729	1.09220806255295	0.159769802497923	6.83613577457573	8.13578400343112e-12	1.73535058497066e-09	"Siglec1"	"20612"	"sialic acid binding Ig-like lectin 1, sialoadhesin"	"XLOC_020050"
"ENSMUST00000040344"	11357.1206470882	0.927408651547303	0.135903019608028	6.82404742898382	8.85106385320549e-12	1.86015519891411e-09	"Gns"	"75612"	"glucosamine (N-acetyl)-6-sulfatase"	"XLOC_003225"
"ENSMUST00000178114"	13906.8497369189	1.10474491230412	0.162469341434643	6.79971311848107	1.0482768536801e-11	2.15935357867346e-09	"Lipa"	"16889"	"lysosomal acid lipase A"	"XLOC_016868"
"ENSMUST00000077709"	628.257628256847	1.09758995000271	0.161447685450967	6.79842480823954	1.05769190754421e-11	2.15935357867346e-09	"6330416G13Rik"	"230279"	"RIKEN cDNA 6330416G13 gene"	"XLOC_022714"
"ENSMUST00000033824"	35802.3949403491	0.555345907994999	0.0818516905546797	6.78478238178855	1.16261623703137e-11	2.34013361174864e-09	"Lamp1"	"16783"	"lysosomal-associated membrane protein 1"	"XLOC_032426"
"ENSMUST00000021738"	6577.16296021387	1.26852016786934	0.187450146594199	6.76724020182015	1.31262057869823e-11	2.60536954030228e-09	"Gpr137b"	"83924"	"G protein-coupled receptor 137B"	"XLOC_009019"
"ENSMUST00000115262"	3611.7079633461	0.874517235523361	0.129584479146508	6.74862638861738	1.49251357063567e-11	2.92185088191155e-09	"Msrb1"	"27361"	"methionine sulfoxide reductase B1"	"XLOC_013843"
"ENSMUST00000022904"	6140.72423936839	0.844131421377964	0.126126051193241	6.69276024573741	2.18999791399839e-11	4.22935948499337e-09	"Atp6v1c1"	"66335"	"ATPase, H+ transporting, lysosomal V1 subunit C1"	"XLOC_011489"
"ENSMUST00000084203"	2418.30187452237	0.819171967138543	0.122932912685941	6.66356917151469	2.67256170090609e-11	5.09247723568652e-09	"Plekhm2"	"69582"	"pleckstrin homology domain containing, family M (with RUN domain) member 2"	"XLOC_024822"
"ENSMUST00000032262"	2568.87486897363	0.877236908055955	0.132279882422935	6.63167287411994	3.31903512772864e-11	6.24109618557499e-09	"Clec1b"	"56760"	"C-type lectin domain family 1, member b"	"XLOC_027880"
"ENSMUST00000167214"	6381.60683709756	0.906711521902576	0.136842486500262	6.62595035424793	3.45021124128214e-11	6.40350244794326e-09	"Pla2g7"	"27226"	"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"	"XLOC_014195"
"ENSMUST00000022064"	264.758743142239	1.073715856322	0.162252666198321	6.61755446908714	3.6518967786176e-11	6.69093036708002e-09	"Lrrc14b"	"432779"	"leucine rich repeat containing 14B"	"XLOC_009499"
"ENSMUST00000047144"	5436.88786891937	0.782066322027454	0.118368549876545	6.60704488517541	3.92067198350409e-11	7.09244598939962e-09	"5031439G07Rik"	"223739"	"RIKEN cDNA 5031439G07 gene"	"XLOC_012354"
