"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"	"xloc"
"ENSMUST00000021506"	3080.32179536993	-3.03496761156643	0.181124302903307	-16.7562693847144	5.09614691360918e-63	3.64145177711944e-59	"Serpina3n"	"20716"	"serine (or cysteine) peptidase inhibitor, clade A, member 3N"	"XLOC_007399"
"ENSMUST00000036069"	931.464418964752	-4.05625682843066	0.241534917468751	-16.7936664021071	2.71539441579526e-63	3.64145177711944e-59	"Mamdc2"	"71738"	"MAM domain containing 2"	"XLOC_016807"
"ENSMUST00000064821"	1431.51292972583	-1.87061604113491	0.119935041427538	-15.5969099511679	7.64037420354163e-55	3.63961959142712e-51	"Itgam"	"16409"	"integrin alpha M"	"XLOC_030311"
"ENSMUST00000043938"	697.994989672355	-2.42298603654161	0.156798041599698	-15.4529100735036	7.21128157418303e-54	2.57641062441624e-50	"Plcl2"	"224860"	"phospholipase C-like 2"	"XLOC_014267"
"ENSMUST00000132833"	162.32815961122	-3.36275940386543	0.220027983821874	-15.2833259908784	9.87684540107915e-53	2.82299995253644e-49	"Cd28"	"12487"	"CD28 antigen"	"XLOC_000354"
"ENSMUST00000019071"	9452.83134165744	-2.47369626108754	0.166757663929569	-14.834078403331	8.82069984392556e-50	2.100943691159e-46	"Ccl6"	"20305"	"chemokine (C-C motif) ligand 6"	"XLOC_006340"
"ENSMUST00000003981"	1588.83057931753	-2.83960852377285	0.1919354489418	-14.7946017238009	1.58721052760152e-49	3.24040366427904e-46	"Il7r"	"16197"	"interleukin 7 receptor"	"XLOC_011954"
"ENSMUST00000092162"	5889.83960518079	-3.65201835501865	0.247898251749828	-14.7319246071334	4.02089393489046e-49	7.18282440293995e-46	"Lyz1"	"17110"	"lysozyme 1"	"XLOC_003945"
"ENSMUST00000025582"	2788.22836193159	-2.3892666060287	0.167044959054457	-14.3031350335439	2.09170297450976e-46	3.32139191207989e-43	"Ms4a6d"	"68774"	"membrane-spanning 4-domains, subfamily A, member 6D"	"XLOC_016726"
"ENSMUST00000133124"	2642.02025360257	-2.11121134338759	0.151623124836429	-13.9240722394105	4.52377470528708e-44	6.46492643132576e-41	"Itga6"	"16403"	"integrin alpha 6"	"XLOC_017732"
"ENSMUST00000042610"	1158.1749406914	-1.96898250221814	0.142524033504389	-13.8150910678338	2.0669268254084e-43	2.68531375108286e-40	"AI607873"	"226691"	"expressed sequence AI607873"	"XLOC_002417"
"ENSMUST00000112170"	752.629272055362	-2.26103371179714	0.164577531085864	-13.7384106863136	5.97735503880926e-43	7.11853173830192e-40	"Tlr8"	"170744"	"toll-like receptor 8"	"XLOC_038715"
"ENSMUST00000081103"	1710.86160522026	-1.83708637434613	0.135406121166142	-13.5672328438686	6.26426120784055e-42	6.88635053240379e-39	"Fcgr2b"	"14130"	"Fc receptor, IgG, low affinity IIb"	"XLOC_002366"
"ENSMUST00000155802"	4609.71119540531	-2.45716683975427	0.183734669049898	-13.3734523400533	8.64340776379362e-41	8.82306716802676e-38	"Cd84"	"12523"	"CD84 antigen"	"XLOC_001142"
"ENSMUST00000000299"	5740.49130024893	-2.53968093989038	0.190055207395362	-13.3628590065791	9.96614703615973e-41	9.49508048625058e-38	"Itgb2"	"16414"	"integrin beta 2"	"XLOC_002909"
"ENSMUST00000005548"	2705.79340013714	-2.6360044799003	0.199050276967785	-13.2429078726021	4.95909249092346e-40	4.4293994242367e-37	"Hmox1"	"15368"	"heme oxygenase 1"	"XLOC_032821"
"ENSMUST00000167214"	6381.60683709756	-1.8024323907011	0.137047038679188	-13.1519251205449	1.65896176493968e-39	1.39460132839723e-36	"Pla2g7"	"27226"	"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)"	"XLOC_014195"
"ENSMUST00000015664"	2917.03377420223	-3.29514737847171	0.251026789579793	-13.126676176625	2.31600894483204e-39	1.83878243503304e-36	"Ctsk"	"13038"	"cathepsin K"	"XLOC_021034"
"ENSMUST00000089332"	3607.8606656225	-2.29184698316705	0.174865423416993	-13.1063473749284	3.0283585423561e-39	2.2778037857269e-36	"Col8a1"	"12837"	"collagen, type VIII, alpha 1"	"XLOC_013458"
"ENSMUST00000102881"	5397.15179675526	-2.65812754183978	0.203483757439259	-13.0630944469032	5.35077443527581e-39	3.82339587272633e-36	"Plek"	"56193"	"pleckstrin"	"XLOC_005602"
"ENSMUST00000156647"	2891.6000280673	-2.91463782116213	0.225519434375732	-12.9241093089393	3.29085422031174e-38	2.23950465059405e-35	"Adam8"	"11501"	"a disintegrin and metallopeptidase domain 8"	"XLOC_032255"
"ENSMUST00000092163"	150880.16577819	-2.65717416827424	0.205708888549843	-12.9171577708972	3.60202866882814e-38	2.33984507755559e-35	"Lyz2"	"17105"	"lysozyme 2"	"XLOC_003944"
"ENSMUST00000029929"	189.285076591053	-4.02301911181352	0.311660267482234	-12.9083477477374	4.03874169240656e-38	2.50946337070357e-35	"Clca3a2"	"80797"	"chloride channel calcium activated 3A2"	"XLOC_022184"
"ENSMUST00000189661"	6100.0508027709	-2.17770210230906	0.169741084514846	-12.8295521884603	1.12009704725955e-37	6.66971120932762e-35	"Soat1"	"20652"	"sterol O-acyltransferase 1"	"XLOC_002264"
"ENSMUST00000033820"	337.205311232553	-3.07455195988601	0.240084261547557	-12.8061370623288	1.51490381828836e-37	8.6597961868636e-35	"F7"	"14068"	"coagulation factor VII"	"XLOC_032419"
"ENSMUST00000078451"	4063.99915782881	-2.2701776143971	0.178385189716243	-12.7262673432041	4.22562328651641e-37	2.322630091831e-34	"Pirb"	"18733"	"paired Ig-like receptor B"	"XLOC_030476"
"ENSMUST00000025561"	22065.6343031884	-1.69122008971567	0.13323537186202	-12.6934767102772	6.42682387002586e-37	3.40169407135332e-34	"Anxa1"	"16952"	"annexin A1"	"XLOC_016797"
"ENSMUST00000110020"	29178.0949074196	-1.91245355235697	0.151573627893232	-12.6173238639119	1.69483375863885e-36	8.65031044453851e-34	"Lgmn"	"19141"	"legumain"	"XLOC_007996"
"ENSMUST00000021933"	77804.5900198834	-2.93041096906212	0.232818248650254	-12.5866893426566	2.49937907290588e-36	1.23167677003097e-33	"Ctsl"	"13039"	"cathepsin L"	"XLOC_009433"
"ENSMUST00000115068"	1986.70391821832	-2.56100102264149	0.203750379918925	-12.5693067353325	3.11442882765045e-36	1.48361007919842e-33	"Slc37a2"	"56857"	"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"	"XLOC_035083"
"ENSMUST00000045295"	2067.19895815387	-1.63544174748741	0.130531796997786	-12.5290678984151	5.17675018023671e-36	2.38648183308912e-33	"Pnpla7"	"241274"	"patatin-like phospholipase domain containing 7"	"XLOC_017318"
"ENSMUST00000024791"	4209.25385426117	-2.64486561240304	0.211952906046615	-12.4785531924783	9.77466313183163e-36	4.36530346303143e-33	"Trem2"	"83433"	"triggering receptor expressed on myeloid cells 2"	"XLOC_014257"
"ENSMUST00000046587"	358.898214109398	-1.66609734940998	0.134418138568512	-12.3948848507583	2.78545559900272e-35	1.20627108985903e-32	"Scamp5"	"56807"	"secretory carrier membrane protein 5"	"XLOC_035271"
"ENSMUST00000069066"	1609.22615051902	-1.25126088808152	0.101212683646241	-12.3626885781918	4.16006324041522e-35	1.74857246378747e-32	"Fam49a"	"76820"	"family with sequence similarity 49, member A"	"XLOC_006988"
"ENSMUST00000044532"	106.066893124851	-2.77021022237093	0.226916174590053	-12.2080773985177	2.81461748719626e-34	1.14924852884348e-31	"Dock3"	"208869"	"dedicator of cyto-kinesis 3"	"XLOC_035648"
"ENSMUST00000140214"	758.076154243252	-3.52421919916865	0.288940738702822	-12.1970311801318	3.22364245288307e-34	1.26858328945441e-31	"Mcoln3"	"171166"	"mucolipin 3"	"XLOC_021337"
"ENSMUST00000032185"	4699.56505492385	-1.79990247087884	0.147587307329123	-12.1955099219002	3.28441548595711e-34	1.26858328945441e-31	"Slc6a6"	"21366"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	"XLOC_027638"
"ENSMUST00000149823"	7612.6394981217	-2.0252254713115	0.166153493344201	-12.1888828850326	3.56271646435512e-34	1.33986265768682e-31	"Myo5a"	"17918"	"myosin VA"	"XLOC_034462"
"ENSMUST00000023312"	1532.78532926054	-1.9152598527813	0.157766268341631	-12.1398564656036	6.49398529984496e-34	2.37962933128422e-31	"Alcam"	"11658"	"activated leukocyte cell adhesion molecule"	"XLOC_013436"
"ENSMUST00000122259"	6015.0286063686	-1.57441771574405	0.129873683653597	-12.1226846844769	8.00918346820565e-34	2.86148102360317e-31	"Sgpl1"	"20397"	"sphingosine phosphate lyase 1"	"XLOC_003590"
"ENSMUST00000140769"	7778.73367161681	-1.76313803409813	0.145699871726303	-12.101163942067	1.04124250108294e-33	3.62936502023814e-31	"Creg1"	"433375"	"cellular repressor of E1A-stimulated genes 1"	"XLOC_001093"
"ENSMUST00000070639"	1229.41681829066	-2.51923702372839	0.208498687291953	-12.0827476491533	1.30291827938827e-33	4.43333455493758e-31	"Gm14548"	"100038909"	"predicted gene 14548"	"XLOC_030483"
"ENSMUST00000178114"	13906.8497369189	-1.95545473735902	0.162544415185212	-12.0302794478104	2.4632561300918e-33	8.18660310584695e-31	"Lipa"	"16889"	"lysosomal acid lipase A"	"XLOC_016868"
"ENSMUST00000043964"	983.972111485281	-1.92809188138432	0.160357741101432	-12.0236907064233	2.66783505758165e-33	8.66500700179531e-31	"Wfs1"	"22393"	"Wolfram syndrome 1 homolog (human)"	"XLOC_026247"
"ENSMUST00000185421"	453.931432130441	-2.0229876071701	0.169747398737536	-11.9176353936242	9.57887186031124e-33	3.04203683901573e-30	"Gpr35"	"64095"	"G protein-coupled receptor 35"	"XLOC_000662"
"ENSMUST00000045173"	4980.9387061171	-1.44559358972626	0.1219397285493	-11.8549844822872	2.02761786244106e-32	6.29927975481416e-30	"Tgfbi"	"21810"	"transforming growth factor, beta induced"	"XLOC_008671"
"ENSMUST00000146314"	1782.63139348577	-1.82169931673838	0.153696279177572	-11.8525921804112	2.08635498976802e-32	6.34385088484571e-30	NA	NA	NA	"XLOC_001495"
"ENSMUST00000108615"	2378.4759273603	-2.76330203468215	0.23365725566019	-11.8263052729715	2.85431158870124e-32	8.49811810711031e-30	"Pira2"	"18725"	"paired-Ig-like receptor A2"	"XLOC_030481"
"ENSMUST00000026021"	2714.29086932372	-2.53561143702781	0.214751437324341	-11.8071919267215	3.58329725546311e-32	1.04507961383313e-29	"Msr1"	"20288"	"macrophage scavenger receptor 1"	"XLOC_033385"
"ENSMUST00000151405"	25321.5852188996	-2.37301046922266	0.201983219231008	-11.748552569155	7.18388065480041e-32	2.05329676875505e-29	"Lgals3"	"16854"	"lectin, galactose binding, soluble 3"	"XLOC_010039"
"ENSMUST00000145854"	1481.42399159442	-2.4093583650956	0.205321114985841	-11.7345864075487	8.47395360403643e-32	2.37453472461342e-29	"Hvcn1"	"74096"	"hydrogen voltage-gated channel 1"	"XLOC_025760"
"ENSMUST00000001156"	2355.69160162227	-1.99536399979739	0.17009200013022	-11.7310866958456	8.83174681055196e-32	2.42720180133842e-29	"Cfp"	"18636"	"complement factor properdin"	"XLOC_037644"
"ENSMUST00000061753"	1718.65798317038	-1.79674735806459	0.153206603368402	-11.727610419925	9.20198745278641e-32	2.48123778656171e-29	"Wdfy4"	"545030"	"WD repeat and FYVE domain containing 4"	"XLOC_010793"
"ENSMUST00000041377"	3353.86855266554	-1.42795769301256	0.122859156165642	-11.6227209886364	3.1591174226757e-31	8.20853583408335e-29	"Lyn"	"17096"	"Yamaguchi sarcoma viral (v-yes-1) oncogene homolog"	"XLOC_022253"
"ENSMUST00000098190"	326.106887932094	-2.61970307378259	0.225368756048675	-11.624073894328	3.10947094922442e-31	8.20853583408335e-29	"Rragd"	"52187"	"Ras-related GTP binding D"	"XLOC_022411"
"ENSMUST00000159715"	1053.47378375653	-2.31995709569422	0.200265985106036	-11.5843791169322	4.9453685435043e-31	1.26204039027178e-28	"Galnt6"	"207839"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6"	"XLOC_012494"
"ENSMUST00000054274"	2134.32516228285	-3.00982095660373	0.259995989771743	-11.5764130025472	5.42696611216805e-31	1.3606451352455e-28	"Lhfpl2"	"218454"	"lipoma HMGIC fusion partner-like 2"	"XLOC_008844"
"ENSMUST00000137822"	4028.53729246343	-1.13034999280256	0.0977666301501012	-11.5617158028985	6.44088000432431e-31	1.58701062313446e-28	"Rasa3"	"19414"	"RAS p21 protein activator 3"	"XLOC_033236"
"ENSMUST00000021283"	1276.44615099718	-2.46965537129262	0.214111782587106	-11.5344206724724	8.84808126894784e-31	2.14318524431413e-28	"Pik3r5"	"320207"	"phosphoinositide-3-kinase, regulatory subunit 5, p101"	"XLOC_004664"
"ENSMUST00000099337"	1075.1283571234	-2.04207140275378	0.177303842506674	-11.5173555963793	1.07870881771656e-30	2.56930461899789e-28	"Plxnc1"	"54712"	"plexin C1"	"XLOC_003863"
"ENSMUST00000131791"	131862.187849536	-2.10033886692077	0.182400067519175	-11.515011455245	1.10844811028951e-30	2.59685769576187e-28	"Ifitm10"	"320802"	"interferon induced transmembrane protein 10"	"XLOC_032317"
"ENSMUST00000160013"	923.366316660029	-1.76867169255343	0.154144064445212	-11.4741472460789	1.7792306253588e-30	4.10112659145204e-28	"Gng2"	"14702"	"guanine nucleotide binding protein (G protein), gamma 2"	"XLOC_010703"
"ENSMUST00000105465"	189903.384311564	-2.02264017168469	0.176505276885145	-11.4593750814649	2.11031936076612e-30	4.78707523566804e-28	"Psap"	"19156"	"prosaposin"	"XLOC_002814"
"ENSMUST00000151698"	6631.34611461147	-2.3277917066813	0.203442617305343	-11.4420062891128	2.5785274842888e-30	5.75777129343301e-28	"Laptm5"	"16792"	"lysosomal-associated protein transmembrane 5"	"XLOC_023270"
"ENSMUST00000117695"	1256.94942179153	-2.48479396149481	0.21722342855555	-11.4388856580421	2.67296584454207e-30	5.87682382836166e-28	"Blnk"	"17060"	"B cell linker"	"XLOC_016910"
"ENSMUST00000006235"	134043.982070764	-2.18071091876926	0.190959275333822	-11.419769555352	3.33116045698841e-30	7.21297183194263e-28	"Ctsb"	"13030"	"cathepsin B"	"XLOC_010378"
"ENSMUST00000038859"	1245.24208776381	-1.64772002650672	0.144670393396332	-11.3894763664097	4.71816518039637e-30	1.00637759094096e-27	"Pik3cd"	"18707"	"phosphatidylinositol 3-kinase catalytic delta polypeptide"	"XLOC_024938"
"ENSMUST00000019248"	863.869883118686	-2.77029668117481	0.243507232840989	-11.3766504955679	5.46589395597077e-30	1.14872191948203e-27	"Cd22"	"12483"	"CD22 antigen"	"XLOC_031019"
"ENSMUST00000099126"	752.551832139269	-1.44859213976275	0.127505366795404	-11.3610287642808	6.53702549072889e-30	1.3539221925798e-27	"Mafb"	"16658"	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"	"XLOC_020322"
"ENSMUST00000139380"	1340.08147044309	-2.10265440761885	0.185197370985644	-11.353586697415	7.11816215035127e-30	1.45322364700957e-27	"Tlr13"	"279572"	"toll-like receptor 13"	"XLOC_036996"
